H3k4me3	H3k27me3	measured_log2
1.954	1.89030639	-5.05889
3.939	1.34681479	-1.02322
4.534	3.69988467	-0.86311
1.957	0.55657407	-5.05889
5.023	-0.24554094	4.15055
5.468	-0.24554094	5.01148
5.46	-0.24554094	-0.15798
4.987	1.67490779	-5.05889
2.747	1.54160378	-1.40923
2.042	1.49738216	-5.05889
1.954	-0.24554094	-5.05889
5.839	1.9560044	4.19672
4.599	1.25210041	3.8257
5.105	0.03180093	3.09078
3.654	2.33500281	-5.05889
3.523	3.99389165	2.33755
1.954	0.73176669	-5.05889
4.096	0.7256107	-3.51042
1.954	-0.24554094	-5.05889
2.153	1.9916187	-5.05889
5.468	0.52957057	2.90304
5.902	0.51332647	7.02206
2.786	4.47557129	-5.05889
5.113	0.42273835	0.61499
5.86	1.3723668	4.99851
4.971	1.34681479	0.90924
4.164	-0.24554094	2.00536
5.2	-0.23349783	4.50997
2.092	-0.24554094	-5.05889
2.992	0.62620498	-5.05889
1.954	-0.24554094	-2.78087
5.461	-0.24554094	5.42424
5.652	0.35598991	3.72849
2.194	4.41203624	2.62099
2.353	0.78517175	-5.05889
5.562	-0.24554094	5.50168
2.162	-0.24554094	-5.05889
5.221	-0.24554094	-2.78087
5.439	-0.24554094	2.66106
1.954	0.99493408	-1.40923
6.281	-0.13579814	4.42331
5.342	-0.24554094	4.71739
5.907	0.52957057	4.92086
5.63	0.29553198	0.95294
4.042	1.13556078	4.49895
3.585	2.91484757	1.45646
4.973	1.38190875	0.55954
5.315	-0.24554094	4.45024
4.094	0.83911666	0.95294
3.851	0.65240156	-5.05889
5.284	0.14683175	3.02064
3.935	5.92925603	-5.05889
5.154	1.32080204	6.03896
4.762	0.93370063	-2.29863
4.349	-0.24554094	1.60079
4.229	-0.24554094	2.47876
5.447	0.52957057	2.775
4.897	4.04343195	-5.05889
6.102	0.52957057	6.29065
1.959	0.89738718	-5.05889
2.803	1.63792989	-5.05889
2.44	1.4346146	-5.05889
1.954	-0.07620357	-5.05889
1.954	1.46660074	-5.05889
2.245	1.81527188	-5.05889
2.564	0.98097542	-5.05889
2.004	0.48757429	-5.05889
6.488	0.51026061	5.08451
1.954	0.78347967	-5.05889
5.881	-0.24554094	2.775
4.234	3.48452479	-5.05889
2.16	1.21114896	-5.05889
5.452	3.80590113	-5.05889
4.511	-0.24554094	4.1364
5.414	0.88560518	4.68212
2.16	2.08009462	-5.05889
5.576	0.95865671	0.66839
2.548	2.45812459	-5.05889
5.883	-0.24554094	5.29863
5.019	0.97727953	3.91126
2.159	0.52957057	-5.05889
4.19	0.73789566	2.81106
4.486	1.65283498	0.09699
6.07	0.57820881	4.26764
4.339	0.20361522	4.18302
4.078	1.21303582	0.24494
5.267	0.36053673	4.51362
4.924	1.29905088	3.14829
5.106	0.30381986	5.77555
3.806	0.52957057	-1.93783
5.527	-0.24554094	6.32118
3.361	2.33558028	-5.05889
4.844	0.80865726	1.54478
3.759	-0.24554094	-5.05889
5.632	1.34681479	-1.20336
1.954	0.33880828	-5.05889
2.511	1.43515355	1.70669
3.821	0.28958362	-0.58798
2.482	0.47714311	1.11558
5.066	-0.24554094	5.288
5.856	-0.24554094	0.81767
3.236	1.24535538	0.24494
5.049	1.15204675	1.11558
2.493	0.75613043	-5.05889
5.88	1.70784698	0.71989
3.774	-0.03829895	4.25023
1.954	0.16254194	-0.58798
5.688	-0.24554094	1.11558
5.624	0.65518004	-5.05889
2.632	0.64216687	-5.05889
5.248	3.7571619	-1.64946
2.052	1.30319009	-2.78087
3.497	0.96240055	-5.05889
4.94	1.83337568	-5.05889
3.07	0.56250617	1.57306
2.487	0.99420277	-5.05889
5.382	0.98171346	6.61693
4.169	0.15601659	1.78131
3.865	2.30228672	2.75044
4.601	-0.24554094	-0.25407
5.921	-0.24554094	9.12495
5.855	0.42491076	4.1876
4.71	2.62945908	-5.05889
2.029	-0.08854745	-5.05889
5.695	-0.24554094	1.54478
1.954	0.07947091	-0.06789
4.156	2.90903947	0.99535
1.954	0.53057965	-5.05889
3.601	0.59856193	0.61499
1.954	0.9890732	-5.05889
5.074	1.50971584	3.23048
2.359	2.69618738	3.2742
2.003	0.95865671	-5.05889
1.954	3.97501559	0.09699
2.849	1.47919924	0.86418
5.006	0.89973207	-0.86311
2.331	2.73128524	-5.05889
4.754	-0.24554094	4.57083
6.094	1.50356218	6.11546
5.263	0.76301586	-0.35702
4.557	1.20862929	2.75044
4.872	4.4515342	-5.05889
5.207	0.87452037	2.81106
4.507	-0.24554094	2.55163
5.574	-0.24554094	1.62801
2.131	0.74486932	-5.05889
3.09	0.07394423	1.94172
5.479	1.28117565	5.71339
1.954	-0.24554094	-5.05889
2.026	0.02465508	-5.05889
2.315	-0.24554094	-5.05889
2.942	0.98097542	-5.05889
2.286	-0.24554094	-1.93783
2.201	0.87769593	-5.05889
2.147	-0.24554094	-5.05889
4.554	0.91139973	1.36238
2.143	0.90907373	-5.05889
3.469	0.948877	-0.86311
2.213	-0.04730642	-5.05889
2.044	0.20866766	-5.05889
2.502	1.80404507	-5.05889
2.162	1.64026899	-5.05889
2.602	2.63275434	-5.05889
4.114	-0.24554094	3.81982
3.806	-0.24554094	2.73801
2.061	1.573287	-5.05889
6.041	-0.24554094	6.10581
5.586	-0.22155445	4.44642
5.017	2.0327989	-5.05889
5.085	-0.22666095	2.56577
2.49	1.81195574	-5.05889
3.97	4.44311591	-5.05889
5.944	-0.24554094	0.55954
2.192	0.52957057	-5.05889
3.896	1.36785717	1.15353
4.784	3.59682777	-5.05889
1.954	0.92988147	-5.05889
2.162	1.03032864	-5.05889
1.954	1.79567531	-5.05889
2.035	0.15470823	-5.05889
3.902	0.42707991	0.4418
4.552	5.17389094	-5.05889
1.954	-0.24554094	-5.05889
3.419	0.95865671	4.04346
2.092	0.35256924	-5.05889
4.509	0.80782513	1.87514
4.524	2.07906042	-1.64946
2.096	1.29311704	-5.05889
5.198	-0.00574692	5.95683
5.236	0.52957057	5.09186
4.072	0.59663604	2.70004
6.011	0.3249148	5.01663
2.162	1.77666388	-5.05889
5.06	3.80088949	-0.15798
5.357	0.52957057	4.46163
2.302	1.62381044	-5.05889
2.059	0.56349249	-5.05889
4.144	5.64650829	-5.05889
5.218	0.56841495	5.75872
2.327	1.61765087	-1.64946
2.182	0.60336638	-5.05889
2.081	-0.24554094	-5.05889
2.604	0.29790565	-5.05889
4.919	3.84019123	-5.05889
6.105	1.51278285	3.22158
4.973	0.39308277	3.49718
4.747	0.83911666	4.21925
4.855	-0.24554094	7.53326
5.079	0.53057965	1.60079
5.552	-0.23521213	4.70146
4.232	1.34107458	-1.93783
2.044	0.51230524	-5.05889
2.509	0.70251346	-5.05889
5.39	-0.23692847	6.98899
1.954	-0.24554094	-5.05889
5.716	1.39913798	4.02822
1.954	-0.24554094	-5.05889
6.054	-0.21139536	2.71281
3.541	4.31147401	-5.05889
5.499	0.66899452	2.1625
5.618	-0.22495677	4.39586
3.929	-0.21477378	-5.05889
5.111	1.77155157	-5.05889
4.933	0.52957057	1.45646
2.567	1.98390364	-5.05889
1.954	0.65332831	-5.05889
5.592	-0.24554094	2.4177
2.249	0.40303585	-5.05889
2.482	1.34681479	-5.05889
4.129	6.20311891	-5.05889
3.134	1.60525227	1.65472
4.395	0.52957057	-1.40923
2.301	0.6299762	-5.05889
2.039	1.62475573	-1.93783
3.788	2.29399118	0.17286
1.954	-0.1813404	-5.05889
4.298	0.6129266	-0.35702
4.61	4.53297765	-5.05889
2.165	0.07394423	-5.05889
3.758	1.6430709	-1.02322
2.835	0.07532788	3.83157
2.317	1.42378762	-3.51042
2.485	-0.24554094	-5.05889
4.779	3.11800739	0.0169
2.172	-0.24554094	-5.05889
5.809	-0.24554094	1.87514
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
4.159	-0.02934736	2.04628
5.413	-0.24554094	1.19051
2.236	1.5644462	-5.05889
3.568	3.95842506	-1.02322
5.848	1.57230736	3.23048
2.389	2.34335366	-5.05889
3.718	0.52957057	4.06353
2.289	0.25336543	-5.05889
4.477	-0.24554094	3.8257
2.231	0.25336543	1.07661
6.154	-0.23692847	4.0231
4.983	0.46029432	4.25896
1.954	-0.24554094	-5.05889
1.965	1.61954892	-5.05889
4.494	4.40716234	-5.05889
2.288	1.37011375	-1.93783
2.288	1.65237152	-5.05889
5.837	0.93979035	7.01949
4.404	0.95865671	-0.46788
3.241	4.93789045	-5.05889
1.954	1.1559755	-5.05889
2.308	2.45891989	-3.51042
1.954	-0.24554094	-5.05889
4.48	-0.24554094	5.91049
6.296	-0.24554094	-5.05889
5.341	-0.24554094	1.07661
1.954	-0.03829895	-5.05889
5.185	-0.24554094	6.24304
1.954	-0.24554094	-5.05889
2.307	-0.24554094	-5.05889
5.673	0.31088622	3.17621
2.642	3.70447356	-5.05889
5.399	-0.24554094	-2.78087
2.437	0.07947091	-2.78087
5.798	-0.24554094	4.56732
5.633	1.04593879	5.58389
5.922	-0.21985629	3.67077
2.094	2.4628898	-5.05889
3.923	1.3462418	1.68094
2.574	2.43701981	-5.05889
1.954	0.50513633	-5.05889
4.731	3.13867351	-5.05889
6.05	-0.24554094	2.44855
1.954	1.23239028	-5.05889
4.403	0.11489131	3.41365
4.971	0.69443135	2.47876
2.875	4.35106993	-5.05889
3.42	2.94506068	2.32097
5.7	-0.22495677	1.03655
5.184	-0.11197936	1.54478
2.145	2.07283964	-5.05889
2.098	0.52957057	-2.29863
4.51	-0.24554094	-0.25407
2.491	0.52957057	-5.05889
4.836	4.59904396	-2.29863
1.954	0.62431567	3.21262
4.467	-0.15028048	-0.719
4.696	1.1559755	-1.02322
1.954	0.83012749	-5.05889
5.626	-0.24554094	5.12327
2.162	1.03815482	-5.05889
5.749	1.91640382	-1.02322
4.649	-0.24554094	-1.20336
2.981	2.69303626	-5.05889
5.547	0.60240601	3.31663
4.8	1.2539345	-5.05889
2.141	0.5184228	-2.78087
1.976	2.06449987	-5.05889
1.954	0.72031302	-5.05889
5.012	2.18668737	-1.40923
1.997	1.92985517	-5.05889
4.557	0.7681593	2.00536
2.693	0.52957057	4.91811
5.297	0.81860638	-1.64946
5.235	-0.19128931	1.65472
5.418	-0.24554094	-5.05889
4.33	1.69260104	3.07108
5.479	1.22243331	3.91679
4.937	-0.24554094	2.08607
5.6	0.2074062	6.51128
6.223	-0.24554094	4.54251
2.541	-0.15514042	-5.05889
3.465	0.46241095	-5.05889
4.531	5.27577065	-5.05889
4.154	-0.24554094	2.52292
5.638	0.41292074	6.27028
5.78	1.53256107	-0.86311
5.284	3.61667522	-2.78087
5.57	0.6309184	2.38617
2.19	0.46874331	-5.05889
6.154	-0.24554094	9.70185
2.359	1.21051945	-5.05889
4.471	0.47923518	4.62249
5.353	0.11489131	6.22533
2.37	-0.24554094	-5.05889
2.528	1.72293787	-5.05889
2.186	0.1883496	-5.05889
5.179	0.22247255	2.775
3.72	6.27194477	-5.05889
5.153	0.75094385	-1.93783
2.151	0.78770615	-5.05889
3.543	0.55954317	3.58312
1.954	1.11619137	-5.05889
2.188	2.20829234	-5.05889
4.523	-0.20634252	3.30824
1.954	-0.24554094	-5.05889
3.939	2.79335271	-5.05889
1.954	-0.24554094	-5.05889
5.706	-0.24554094	9.02661
3.946	0.80031346	1.78131
4.637	-0.24554094	0.71989
2.927	0.53460994	3.74723
5.248	0.40303585	2.00536
2.559	2.0879989	-0.06789
3.626	2.12120425	-5.05889
4.3	-0.24554094	-3.51042
4.543	3.06483793	-5.05889
2.331	0.51332647	-0.719
4.939	-0.24554094	3.15766
4.895	0.95865671	5.13991
4.53	-0.24554094	3.98151
4.199	1.15270228	-1.20336
6.408	1.06068346	0.66839
5.542	-0.24554094	3.2036
3.653	0.62431567	4.82418
3.299	0.90596656	1.39443
5.945	0.7655903	4.09312
5.155	-0.24554094	3.17621
4.866	2.76747672	-3.51042
5.26	1.6739948	2.85778
3.674	0.06561293	-0.25407
5.795	0.69892739	3.741
6.635	-0.22495677	-0.86311
5.27	1.72514322	3.04103
4.144	-0.1747457	1.98446
5.512	0.3249148	2.67417
1.954	-0.24554094	-5.05889
6.213	0.97653921	3.36596
5.855	-0.24554094	3.93324
1.954	-0.24554094	-5.05889
4.612	3.49670514	1.57306
2.542	-0.03829895	-5.05889
4.879	1.43838306	0.71989
5.409	0.96015541	-5.05889
1.954	0.95865671	-5.05889
3.922	0.07809122	1.57306
3.957	0.54962133	-1.64946
3.948	0.61006452	3.26556
2.407	0.56546407	-5.05889
2.695	0.93674871	-5.05889
6.019	-0.18630628	8.62696
5.926	0.92605216	5.4757
3.233	1.74005087	-5.05889
4.528	1.28057598	1.26173
4.402	3.8473956	0.55954
2.162	1.26125366	-5.05889
3.516	3.39689921	-1.64946
5.327	-0.24554094	5.57342
5.687	-0.24554094	3.4058
2.329	0.52957057	-5.05889
1.954	-0.24554094	-5.05889
3.784	3.37697787	-3.51042
1.954	-0.24554094	-5.05889
3.187	4.07619132	-5.05889
4.352	3.36712633	-5.05889
2.333	1.01598951	-5.05889
2.435	2.20165565	3.48979
2.563	1.64026899	-5.05889
2.209	1.17416955	-5.05889
2.47	0.37521681	-5.05889
4.523	3.03989455	-5.05889
2.181	1.43999511	-5.05889
1.954	-0.24554094	-5.05889
4.959	0.27520551	2.04628
5.499	-0.24554094	3.62424
4.906	-0.24554094	4.77938
5.784	-0.11987534	3.92229
2.042	0.28241189	-5.05889
3.577	5.81974224	-5.05889
4.46	1.68763383	-5.05889
5.783	0.1857885	5.87117
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
3.469	1.47081247	-1.93783
2.683	0.52957057	3.05112
5.039	-0.24554094	-0.06789
6.076	0.69892739	2.79914
2.723	-0.24554094	0.61499
4.634	-0.24554094	1.29606
2.794	1.51889739	-5.05889
2.225	1.57719893	-5.05889
1.954	1.42215734	-5.05889
5.682	0.04032781	5.32381
2.055	-0.24554094	-5.05889
5.424	-0.19128931	0.4418
1.954	-0.13100282	-5.05889
2.186	0.95865671	-1.40923
4.145	-0.24554094	4.30184
4.395	0.5184228	0.71989
2.721	0.7149967	-5.05889
3.939	1.15989359	1.65472
3.293	1.5624742	-0.15798
2.968	4.65991882	-5.05889
5.752	-0.24554094	3.51186
5.367	1.36559706	4.6123
2.573	0.98466187	1.68094
2.826	5.00109511	-5.05889
6.011	0.52957057	-0.86311
2.714	3.85214864	-5.05889
3.174	0.60528331	-0.46788
5.708	0.52957057	7.47684
5.556	0.35256924	3.39793
4.594	3.04978225	-5.05889
5.799	-0.24554094	4.96688
3.253	0.13094993	3.87197
2.555	2.1111213	-0.719
4.287	-0.24554094	4.93455
4.258	-0.24554094	4.04346
2.152	1.36672756	-5.05889
1.954	1.33646591	-5.05889
2.595	0.79192112	-5.05889
6.19	0.54163424	7.04179
5.362	-0.24554094	3.94952
5.749	0.49172533	2.27006
2.09	0.95865671	-5.05889
5.711	0.93674871	4.05854
5.481	0.62809182	7.79122
5.87	-0.24554094	5.76945
5.418	-0.22836714	2.82288
3.427	4.09541808	-5.05889
5.591	0.52957057	3.87197
2.138	-0.24554094	2.60738
2.181	0.52653908	-1.93783
4.338	-0.24554094	3.9656
5.137	0.52957057	1.96324
2.282	1.54060238	-5.05889
2.724	0.26068145	5.66986
4.808	1.44482048	-1.20336
5.932	0.71854309	-1.40923
2.556	-0.24554094	-3.51042
1.954	-0.24554094	-5.05889
4.979	-0.24554094	2.94692
2.162	0.85692711	-5.05889
1.954	-0.24554094	-5.05889
4.578	2.24410751	2.62099
2.309	1.32894527	-5.05889
2.118	0.95865671	4.13166
5.333	1.63511796	3.2742
2.191	-0.24554094	-5.05889
2.01	0.34570573	-5.05889
3.472	4.77594599	-5.05889
1.954	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
5.714	0.54862548	1.36238
2.465	-0.24554094	-5.05889
1.954	-0.24554094	-5.05889
4.243	3.63062674	-5.05889
1.954	-0.24554094	-5.05889
3.846	0.2460109	-0.46788
1.954	-0.24554094	-5.05889
5.916	1.11147839	7.4113
1.954	-0.24554094	-5.05889
1.954	0.46663596	-5.05889
4.354	1.08424763	2.18099
4.931	0.52957057	-1.40923
5.676	-0.24554094	0.95294
2.674	0.84723966	1.03655
3.974	1.02102443	1.15353
5.356	-0.24554094	3.43691
1.962	0.3120604	-5.05889
2.42	0.72737199	-5.05889
2.305	0.17033206	-5.05889
1.954	-0.24554094	-5.05889
2.998	0.57527792	-5.05889
4.355	4.61667525	-1.64946
1.954	-0.24554094	-5.05889
2.503	1.34681479	-5.05889
1.954	-0.24554094	3.65102
5.684	0.21244665	2.12479
2.626	0.55161097	-5.05889
2.545	4.57436189	-5.05889
2.162	2.10740649	-1.64946
5.627	-0.24554094	1.89768
5.168	-0.24554094	-1.20336
1.954	-0.24554094	-5.05889
5.145	-0.20130731	-5.05889
5.839	-0.24554094	7.84294
6.376	0.47923518	6.19153
1.954	-0.11987534	-5.05889
2.165	0.62242388	-5.05889
4.325	-0.24554094	2.35394
4.806	-0.24554094	5.22257
5.085	-0.02193112	-5.05889
5.15	-0.24554094	0.17286
1.954	-0.24554094	-5.05889
4.62	0.7994765	-0.719
2.336	2.06971917	-5.05889
5.212	0.48341024	3.45221
2.736	1.15073478	-5.05889
4.7	0.73614718	0.76961
1.954	-0.24554094	-5.05889
3.795	0.78939328	-5.05889
5.038	1.04875894	-5.05889
1.954	-0.13419793	-5.05889
1.954	-0.24554094	-0.46788
2.563	0.96837057	-5.05889
2.842	0.55459127	-5.05889
1.954	1.75221314	-5.05889
1.954	-0.24554094	-5.05889
3.251	3.26258943	-5.05889
1.954	-0.24554094	-5.05889
2.162	1.79231376	-5.05889
4.696	0.95865671	1.85225
5.491	0.27158758	6.40518
3.663	4.33376	-5.05889
5.569	0.10679381	1.80534
5.007	-0.24554094	4.20125
3.1	-0.24554094	6.2821
1.954	-0.24554094	-5.05889
5.508	0.52957057	5.53261
1.954	-0.24554094	-5.05889
4.935	0.9175841	4.84172
4.744	1.51278285	-2.78087
4.948	2.38216906	-0.719
5.368	0.93064611	0.71989
3.528	5.21503784	-3.51042
1.954	-0.24554094	-5.05889
3.693	2.89754626	-5.05889
2.15	0.90518872	-5.05889
6.184	0.56053151	8.26201
1.954	0.74399956	-5.05889
3.739	2.23268208	-0.86311
5.887	1.09041952	3.16697
4.052	0.81695309	0.31358
4.966	0.2137037	1.36238
3.543	2.41805754	-5.05889
5.382	1.34681479	0.86418
4.9	0.6299762	0.71989
4.738	0.43032752	-5.05889
5.867	-0.15514042	7.12234
2.184	1.05788654	-5.05889
1.954	-0.24554094	-5.05889
5.852	0.55558301	-1.02322
2.198	1.3587954	-5.05889
1.954	-0.24554094	-5.05889
5.36	-0.24554094	0.86418
1.954	-0.24554094	-5.05889
4.517	-0.24554094	1.32961
5.525	0.12695233	3.06114
5.477	-0.24554094	-1.02322
3.507	-0.24554094	3.02064
1.954	-0.09320349	-5.05889
5.565	-0.23692847	6.27244
4.264	0.85773141	5.39879
5.245	0.46979583	3.28279
5.079	0.92451759	4.96688
1.954	-0.24554094	-5.05889
6.151	-0.23521213	3.55504
3.065	6.60019986	-5.05889
4.079	4.32622809	-5.05889
1.954	0.75613043	-5.05889
1.954	-0.24554094	-5.05889
2.192	2.32311335	-5.05889
1.954	-0.24554094	-5.05889
3.79	-0.22495677	1.78131
2.084	3.06117644	-5.05889
4.443	0.95113975	4.5063
5.769	0.82190729	4.41161
4.658	0.3707161	1.98446
3.801	4.09225814	-1.40923
3.199	0.06561293	3.07108
3.227	-0.24554094	0.71989
5.413	-0.03979604	3.89456
3.6	1.24474063	-5.05889
3.98	1.27034323	2.71281
2.162	0.57135981	-5.05889
4.872	-0.24554094	-0.86311
4.672	2.52598352	-1.20336
5.194	-0.24554094	2.12479
2.122	1.52092982	-5.05889
4.157	0.95865671	1.60079
1.954	1.09588356	-5.05889
2.484	0.55954317	-0.46788
4.102	0.80532503	0.86418
2.226	0.52957057	-1.93783
3.567	1.50920403	3.17621
3.892	4.82422811	0.61499
2.162	0.32956046	-5.05889
4.311	-0.24554094	2.60738
2.309	1.93443704	-5.05889
2.163	0.17808161	-5.05889
4.809	1.60381478	1.94172
6.181	-0.24554094	5.60458
2.936	2.10402107	-0.86311
2.115	2.29190982	-5.05889
5.759	-0.21308358	6.67761
2.162	0.41947251	-5.05889
4.612	-0.24554094	0.61499
5.24	0.99713302	1.29606
4.786	2.40022353	-0.25407
4.513	0.86974309	1.39443
3.35	0.12294363	-1.20336
2.198	0.78854996	-5.05889
2.162	1.34967635	-5.05889
2.292	0.72031302	-5.05889
2.171	2.65698583	-5.05889
1.954	0.23861992	-5.05889
4.559	0.27640907	0.76961
2.286	1.02174228	-5.05889
5.216	0.55061649	3.52639
1.954	0.95865671	-5.05889
1.954	0.45923484	-5.05889
2.164	1.42541605	-5.05889
6.022	0.89347053	4.1599
2.78	-0.24554094	0.09699
2.538	2.54258728	-0.719
6.036	0.28241189	2.08607
2.196	0.68267708	-5.05889
2.384	1.97577671	-2.29863
4.733	0.47714311	3.70951
2.405	0.9275851	-5.05889
3.878	0.63655313	3.46736
5.013	2.17995031	0.81767
1.954	-0.24554094	-5.05889
5.592	0.92835096	1.62801
2.424	-0.24554094	-5.05889
4.812	0.7655903	1.11558
1.954	0.68720985	-5.05889
2.064	0.97283193	-5.05889
5.852	0.03180093	6.70342
4.08	0.60336638	2.18099
1.954	-0.24554094	-5.05889
3.406	-0.24554094	-2.78087
1.978	0.52957057	-5.05889
2.72	1.04311311	-5.05889
1.954	-0.21173281	-5.05889
5.013	-0.24554094	2.775
5.534	1.35081939	6.24633
6.225	0.43680197	-5.05889
1.954	0.48341024	-5.05889
3.995	0.91139973	-0.86311
2.162	1.23672494	-5.05889
3.875	2.5631995	-5.05889
5.132	2.46895586	1.78131
5.838	-0.19628962	6.15458
4.244	0.52957057	-0.46788
1.954	-0.24554094	-5.05889
4.162	0.31440588	-1.64946
4.593	-0.09631588	-2.78087
1.954	-0.24554094	-5.05889
2.162	0.23118964	-5.05889
1.954	-0.24554094	-5.05889
3.956	0.08222769	3.25687
4.541	-0.24554094	2.35394
3.523	-0.24554094	0.31358
4.517	-0.24554094	2.85778
5.651	0.96688038	2.66106
3.453	2.97724502	-2.78087
3.189	0.52957057	1.70669
1.954	1.23301032	-5.05889
5.65	-0.24554094	6.72248
1.954	-0.24554094	-5.05889
4.093	-0.24554094	-5.05889
2.283	0.70072154	-5.05889
1.954	-0.24554094	-2.29863
2.015	-0.24554094	-5.05889
1.957	0.37970464	-5.05889
4.697	0.33071954	3.28279
4.771	0.44645895	2.35394
5.114	0.52957057	5.70702
5.854	0.3662013	4.52452
6.152	-0.24554094	7.18093
1.954	0.81032008	-5.05889
5.486	0.30735678	2.44855
1.954	0.72913112	-5.05889
5.969	1.39913798	1.62801
3.929	-0.23864687	-1.93783
5.492	1.39471139	-1.02322
5.331	-0.24554094	0.90924
1.954	1.50612939	-5.05889
2.366	-0.24554094	-5.05889
5.382	-0.24554094	3.72849
3.53	3.29576261	1.70669
1.955	-0.24554094	-5.05889
4.845	-0.15351862	7.14842
4.428	-0.24554094	1.19051
5.843	-0.24554094	2.88059
3.95	0.53460994	1.03655
4.85	3.1149832	-5.05889
5.254	0.77157754	-0.25407
2.917	3.1198524	-3.51042
2.122	-0.21816013	-5.05889
4.532	0.60240601	-5.05889
5.061	-0.24554094	4.56027
2.162	0.87848952	-5.05889
5.216	1.51635281	-0.35702
4.158	-0.24554094	8.69106
1.954	-0.24554094	-5.05889
2.732	0.89032953	3.64436
5.566	0.52957057	2.66106
3.903	0.09046251	4.49527
4.769	-0.24554094	4.23261
4.203	4.39315528	-2.29863
4.178	2.53027791	-1.93783
3.994	-0.24554094	-0.06789
2.188	1.09451949	-5.05889
6.134	0.62903432	3.77791
2.557	3.36642006	-5.05889
1.954	-0.24554094	-5.05889
5.631	-0.24554094	3.44459
4.819	2.16312818	3.24813
6.218	-0.24554094	2.14377
5.183	1.09110365	1.54478
5.102	-0.24554094	-0.86311
5.915	0.86174616	5.78917
4.859	-0.24554094	4.06353
4.394	0.30853383	3.49718
5.363	-0.24554094	5.11848
2.414	0.27520551	-5.05889
3.259	0.26068145	3.05112
2.315	1.12289761	-5.05889
2.067	-0.1422168	-5.05889
5.469	0.94206738	1.73199
1.954	-0.24554094	-5.05889
5.366	-0.24554094	-1.64946
4.767	0.53360268	7.97795
4.897	-0.24554094	2.85778
1.954	0.99493408	1.15353
4.827	0.99200662	-5.05889
2.868	0.71854309	-5.05889
5.459	0.69623198	3.62424
2.496	3.69099802	-5.05889
3.562	2.58595028	-5.05889
3.133	1.98795001	-5.05889
2.545	1.71185585	-5.05889
4.735	-0.24554094	6.44971
4.48	0.3662013	1.45646
5.656	0.95865671	3.88894
3.372	0.01603479	0.81767
4.287	0.52957057	1.03655
2.108	-0.24554094	-0.86311
5.781	0.52957057	7.6319
3.802	1.16445128	2.4177
6.193	-0.24554094	5.24471
5.65	1.17996924	-1.93783
5.327	-0.24554094	-5.05889
3.052	-0.24554094	0.4418
1.954	0.29671871	-5.05889
1.954	-0.24554094	-5.05889
3.48	1.96536668	-5.05889
3.585	2.53053012	-5.05889
4.688	1.41397824	0.24494
5.413	-0.23349783	4.95619
1.954	0.52957057	-5.05889
5.43	-0.24554094	5.08696
6.47	0.52957057	3.59696
4.683	2.77771206	0.66839
2.077	0.61006452	-5.05889
6.373	0.75440307	6.37538
2.176	1.71895534	-5.05889
1.954	-0.24554094	-5.05889
4.603	1.9348182	0.0169
1.954	-0.24554094	-5.05889
2.035	0.17808161	-5.05889
5.782	-0.24554094	4.31446
5.766	1.37630676	4.58479
5.543	0.52957057	0.90924
2.216	-0.24554094	-5.05889
2.172	1.56148718	-5.05889
2.783	1.25942885	-5.05889
6.001	-0.12781478	3.78398
4.835	1.46025999	-5.05889
4.116	5.49644635	-5.05889
2.228	0.57918446	-5.05889
1.961	1.30200867	-5.05889
4.807	1.6393338	3.13886
1.972	-0.24554094	-5.05889
5.437	1.08767971	-1.93783
5.8	-0.24554094	3.56211
4.781	-0.11040534	-5.05889
4.154	2.61383323	-1.93783
2.1	1.14876459	-5.05889
4.979	-0.24554094	-2.78087
1.954	-0.24554094	-5.05889
3.933	0.26796176	5.34036
2.323	4.29174348	-5.05889
5.241	0.72825182	4.68536
3.769	2.79922607	3.84323
4.93	-0.14866413	2.28723
1.954	-0.24554094	-5.05889
2.156	0.52957057	-5.05889
1.954	0.52451454	-5.05889
2.261	3.22427486	-3.51042
4.12	-0.24554094	-2.78087
3.584	0.31791698	-5.05889
2.162	1.48546262	-5.05889
4.224	2.86190763	-0.25407
1.954	1.60477326	-5.05889
2.147	1.87330116	-5.05889
2.315	2.00874125	-5.05889
4.862	0.95038589	-0.46788
2.448	1.02030623	-5.05889
2.104	1.29073666	-5.05889
4.381	0.08222769	3.47488
2.491	0.52957057	-5.05889
2.049	0.52248615	-5.05889
1.954	3.75952866	-5.05889
2.891	0.75353904	-0.86311
5.379	-0.24554094	0.4418
1.954	2.18732735	-5.05889
4.98	-0.24554094	4.39191
2.681	2.55429401	-5.05889
2.159	0.52957057	-5.05889
2.166	1.07597715	-5.05889
1.954	-0.24554094	-5.05889
5.236	0.52957057	4.64597
2.651	6.39389664	-5.05889
2.304	0.75094385	-5.05889
5.856	0.20866766	2.46374
1.954	1.75954766	-5.05889
5.81	-0.24554094	4.33111
3.898	0.08222769	-0.46788
5.015	-0.24554094	4.37995
5.136	0.72737199	3.10052
